as_of_date,release_revision,revision_fingerprint,parser_contract_version,published_delinquent_category,published_delinquent_category_count,keyed_record_count,unkeyed_record_count,raw_total_record_count,keyed_coverage_denominator_id,unkeyed_coverage_denominator_id,keyed_coverage_proportion,keyed_coverage_wilson_95_lower,keyed_coverage_wilson_95_upper,unkeyed_coverage_proportion,unkeyed_coverage_wilson_95_lower,unkeyed_coverage_wilson_95_upper
"2026-07-15",1,"e7d025f771be28d1508cb68ee796c301ffd326037840c95a2c13156ca5fb4096",1,"Delinquent",5419,247441,309626,557067,"all_promoted_release_records_v1","all_promoted_release_records_v1",0.44418534933858944,0.4428809460681411,0.4454905223843199,0.5558146506614106,0.55450947761568,0.5571190539318589
"2026-07-15",1,"e7d025f771be28d1508cb68ee796c301ffd326037840c95a2c13156ca5fb4096",1,"Delinquent - Late Fees Due",57,247441,309626,557067,"all_promoted_release_records_v1","all_promoted_release_records_v1",0.44418534933858944,0.4428809460681411,0.4454905223843199,0.5558146506614106,0.55450947761568,0.5571190539318589
"2026-08-05",1,"7ad3ab19817a1313620f611713f58715b87734a0533d8e27e9ee71425602216f",1,"Delinquent",13080,248077,309214,557291,"all_promoted_release_records_v1","all_promoted_release_records_v1",0.4451480465322426,0.443843617282491,0.44645323197604014,0.5548519534677574,0.5535467680239599,0.556156382717509
"2026-08-05",1,"7ad3ab19817a1313620f611713f58715b87734a0533d8e27e9ee71425602216f",1,"Delinquent - Late Fees Due",89,248077,309214,557291,"all_promoted_release_records_v1","all_promoted_release_records_v1",0.4451480465322426,0.443843617282491,0.44645323197604014,0.5548519534677574,0.5535467680239599,0.556156382717509
"2026-08-19",1,"903ca83cb4a17942e3daa5e02eb062a01c55609f888482a99b21c6036ead8876",1,"Delinquent",12989,248215,308996,557211,"all_promoted_release_records_v1","all_promoted_release_records_v1",0.4454596194260343,0.4441550043880436,0.44676498647064955,0.5545403805739657,0.5532350135293505,0.5558449956119564
"2026-08-19",1,"903ca83cb4a17942e3daa5e02eb062a01c55609f888482a99b21c6036ead8876",1,"Delinquent - Late Fees Due",82,248215,308996,557211,"all_promoted_release_records_v1","all_promoted_release_records_v1",0.4454596194260343,0.4441550043880436,0.44676498647064955,0.5545403805739657,0.5532350135293505,0.5558449956119564
