claim_support_version,from_as_of_date,from_release_revision,from_revision_fingerprint,to_as_of_date,to_release_revision,to_revision_fingerprint,gap_days,matched_start_status,matched_end_population,support_count,support_denominator_count,support_denominator_id,support_share_of_matched_entries,total_matched_entry_count,matched_entry_denominator_id,total_entrant_count,total_entrant_denominator_id,dominant_source_reported_status_date,dominant_status_date_count,dominant_status_date_denominator_count,dominant_status_date_denominator_id,dominant_status_date_share,next_from_as_of_date,next_to_as_of_date,next_gap_days,next_total_matched_entry_count
"claim_support_status_movement_v1","2026-07-15",1,"e7d025f771be28d1508cb68ee796c301ffd326037840c95a2c13156ca5fb4096","2026-08-05",1,"7ad3ab19817a1313620f611713f58715b87734a0533d8e27e9ee71425602216f",21,"Current - Reporting Incomplete","published_delinquent_population_v1",7737,7750,"matched_observed_entry_population_v1",0.9983225806451613,7750,"matched_observed_entry_population_v1",7758,"all_entrant_population_v1",2026-07-17,7739,7750,"matched_observed_entry_population_v1",0.9985806451612903,"2026-08-05","2026-08-19",14,2
